INFO 2023-06-01 08:11:37,699 autoreload 677 Watching for file changes with StatReloader
INFO 2023-06-01 08:13:13,978 autoreload 677 Watching for file changes with StatReloader
INFO 2023-06-01 08:13:40,426 autoreload 677 Watching for file changes with StatReloader
INFO 2023-06-01 08:13:47,673 basehttp 187 "GET / HTTP/1.1" 302 0
INFO 2023-06-01 08:13:47,700 basehttp 187 "GET /static/index.html HTTP/1.1" 304 0
INFO 2023-06-01 08:13:48,278 basehttp 187 "GET /static/dist/css/BSA.css HTTP/1.1" 200 20298
INFO 2023-06-01 08:13:48,335 basehttp 187 "GET /static/plugins/bootstrap-icons/fonts/bootstrap-icons.woff2?8d200481aa7f02a2d63a331fc782cfaf HTTP/1.1" 200 112440
INFO 2023-06-01 08:13:48,571 basehttp 187 "GET /static/img/main.png HTTP/1.1" 200 27266
INFO 2023-06-01 08:13:48,657 basehttp 187 "GET /static/plugins/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 78129
INFO 2023-06-01 08:13:48,673 basehttp 187 "GET /static/dist/img/logo-icon.png HTTP/1.1" 200 2065
INFO 2023-06-01 08:13:48,711 basehttp 187 "GET /static/dist/js/BSA.js HTTP/1.1" 200 24803
INFO 2023-06-01 08:13:48,736 basehttp 187 "GET /static/pages/phones_rank.html HTTP/1.1" 200 6803
INFO 2023-06-01 08:13:49,012 basehttp 187 "GET /static/js/jquery-3.7.0.min.js HTTP/1.1" 304 0
INFO 2023-06-01 08:13:49,022 basehttp 187 "GET /static/plugins/echarts/echarts.min.js HTTP/1.1" 200 1017477
INFO 2023-06-01 08:13:49,240 basehttp 187 "GET /phones/echarts HTTP/1.1" 301 0
INFO 2023-06-01 08:13:51,496 basehttp 187 "GET /phones/echarts/ HTTP/1.1" 200 4417
INFO 2023-06-01 08:13:54,034 basehttp 187 "GET /home_page/ HTTP/1.1" 200 13070
INFO 2023-06-01 08:13:54,060 basehttp 187 "GET /static/css/bootstrap.min.css HTTP/1.1" 200 194901
INFO 2023-06-01 08:13:54,084 basehttp 187 "GET /static/js/bootstrap.min.js HTTP/1.1" 200 60404
INFO 2023-06-01 08:13:59,606 basehttp 187 "GET /spiders/ HTTP/1.1" 200 5282
INFO 2023-06-01 08:14:01,403 basehttp 187 "GET /spiders/jobs/ HTTP/1.1" 200 3147
INFO 2023-06-01 08:14:06,935 basehttp 187 "POST /spiders/run HTTP/1.1" 200 85
INFO 2023-06-01 08:14:12,496 basehttp 187 "GET /static/index.html HTTP/1.1" 304 0
INFO 2023-06-01 08:14:12,655 basehttp 187 "GET /spiders/jobs/ HTTP/1.1" 200 3647
INFO 2023-06-01 08:14:14,025 basehttp 187 "GET /static/index.html HTTP/1.1" 304 0
INFO 2023-06-01 08:14:14,163 basehttp 187 "GET /spiders/jobs/ HTTP/1.1" 200 3647
INFO 2023-06-01 08:14:15,440 basehttp 187 "GET /static/index.html HTTP/1.1" 304 0
INFO 2023-06-01 08:14:15,608 basehttp 187 "GET /spiders/jobs/ HTTP/1.1" 200 3647
INFO 2023-06-01 08:14:17,546 basehttp 187 "GET /static/index.html HTTP/1.1" 304 0
INFO 2023-06-01 08:14:17,644 basehttp 187 "GET /spiders/jobs/ HTTP/1.1" 200 3666
INFO 2023-06-01 08:14:20,456 basehttp 187 "GET /static/pages/brands.html HTTP/1.1" 200 7058
INFO 2023-06-01 08:14:20,605 basehttp 187 "GET /brands/visual HTTP/1.1" 301 0
INFO 2023-06-01 08:14:20,637 basehttp 187 "GET /brands/visual/ HTTP/1.1" 200 1399
INFO 2023-06-01 08:14:25,309 basehttp 187 "GET /phones/echarts/ HTTP/1.1" 200 4417
INFO 2023-06-01 08:16:52,155 basehttp 187 "GET /spiders/ HTTP/1.1" 200 5282
INFO 2023-06-01 08:20:07,775 basehttp 187 "GET /home_page/ HTTP/1.1" 200 13070
INFO 2023-06-01 08:24:05,304 autoreload 266 B:\02_Important\Python\0a_project\zol_phone\apps\crawler\views.py changed, reloading.
INFO 2023-06-01 08:24:06,649 autoreload 677 Watching for file changes with StatReloader
INFO 2023-06-01 08:24:13,378 autoreload 266 B:\02_Important\Python\0a_project\zol_phone\apps\crawler\views.py changed, reloading.
INFO 2023-06-01 08:24:14,612 autoreload 677 Watching for file changes with StatReloader
INFO 2023-06-01 08:27:20,356 basehttp 187 "GET /static/index.html HTTP/1.1" 304 0
INFO 2023-06-01 08:27:23,203 basehttp 187 "GET /brands/visual/ HTTP/1.1" 200 1399
INFO 2023-06-01 08:27:33,328 basehttp 187 "GET /static/index.html HTTP/1.1" 200 24172
INFO 2023-06-01 08:27:33,405 basehttp 187 "GET /static/dist/css/BSA.css HTTP/1.1" 200 20298
INFO 2023-06-01 08:27:33,406 basehttp 187 "GET /static/plugins/bootstrap-icons/bootstrap-icons.css HTTP/1.1" 200 88585
INFO 2023-06-01 08:27:33,409 basehttp 187 "GET /static/plugins/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 163873
INFO 2023-06-01 08:27:33,430 basehttp 187 "GET /static/img/main.png HTTP/1.1" 200 27266
INFO 2023-06-01 08:27:33,431 basehttp 187 "GET /static/dist/img/logo-icon.png HTTP/1.1" 200 2065
INFO 2023-06-01 08:27:33,453 basehttp 187 "GET /static/dist/js/BSA.js HTTP/1.1" 200 24803
INFO 2023-06-01 08:27:33,455 basehttp 187 "GET /static/plugins/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 78129
INFO 2023-06-01 08:27:33,459 basehttp 187 "GET /static/plugins/bootstrap-icons/fonts/bootstrap-icons.woff2?8d200481aa7f02a2d63a331fc782cfaf HTTP/1.1" 200 112440
INFO 2023-06-01 08:27:33,497 basehttp 187 "GET /static/pages/brands.html HTTP/1.1" 200 7058
INFO 2023-06-01 08:27:33,565 basehttp 187 "GET /static/plugins/bootstrap-icons/bootstrap-icons.css HTTP/1.1" 200 88585
INFO 2023-06-01 08:27:33,571 basehttp 187 "GET /static/dist/css/BSA.css HTTP/1.1" 200 20298
INFO 2023-06-01 08:27:33,573 basehttp 187 "GET /static/plugins/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 163873
INFO 2023-06-01 08:27:33,595 basehttp 187 "GET /static/dist/js/BSA.js HTTP/1.1" 200 24803
INFO 2023-06-01 08:27:33,599 basehttp 187 "GET /static/plugins/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 78129
